year,n_days,bh_sharpe,hmm_sharpe,hmm_max_dd
2021,240,0.8815431018115458,1.4720323583092103,0.24680730432246661
2022,251,0.3775259385524038,0.05635796537884641,0.24440466496169788
2023,133,0.6421448797872905,0.7429936095317995,0.133586099556772
