window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2025-12-22,2026-02-25,,0.0,0.7847970346117275
1,2026-02-26,2026-04-29,,0.0,0.8848452337588463
2,2026-04-30,2026-07-02,,0.0,0.6536109889261972
3,2026-07-06,2026-09-03,,0.0,0.3572013502913799
