year,n_hours,bh_sharpe,hmm_sharpe,bh_ret,hmm_ret,hmm_max_dd,hmm_pct_inv
2025,2205,-3.116093182521255,-2.5827567691206266,-2.717033460489614,-1.025956827138896,0.30491643430988924,0.4509923036319217
2026,5845,-0.8204203503504595,1.4493438502711204,-0.5359953059380672,0.5202530755069763,0.31813632709698386,0.6447541262217724
