year,n_days,bh_sharpe,hmm_sharpe,hmm_max_dd
2021,257,0.540925126532656,0.5241024755261323,0.2001983288969235
2022,256,-1.0752974888953957,-1.2754742783879092,0.47382663923239193
2023,111,0.7176369826303757,0.2777858803661946,0.34691819021258563
