window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2021-01-27,2021-07-27,0.035370375284663365,0.17584450358078216,0.8064453628294955
1,2021-07-28,2022-01-25,1.706768290372547,0.08309560457715078,0.9457136069474434
2,2022-01-26,2022-07-27,-0.7976837378009323,0.2146997486661008,0.6921572272539195
3,2022-07-28,2023-01-26,0.08719843634024767,0.11633219116371205,0.739512905781268
4,2023-01-27,2023-07-19,0.8077642847295542,0.19124013762096478,0.7227851235321211
