window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2026-02-18,2026-04-10,,0.0,0.5481391554764417
1,2026-04-13,2026-06-08,,0.0,0.6678428050588068
2,2026-06-09,2026-08-05,,0.0,0.7935607818805667
