year,n_hours,bh_sharpe,hmm_sharpe,bh_ret,hmm_ret,hmm_max_dd,hmm_pct_inv
2025,4931,-0.34319649946489994,2.0711356443481908,-0.2679300179762119,0.7304943572091973,0.18567307735937544,0.5268841177817762
2026,5834,-1.223877158732509,-0.3605416435869302,-0.6529383366281863,-0.0994715185244964,0.31751553587469444,0.6089653525407557
