window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2026-02-19,2026-04-16,,0.0,0.3511070351704425
1,2026-04-17,2026-06-12,,0.0,0.2552508175054012
2,2026-06-15,2026-08-11,,0.0,0.8100670198091274
