window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2026-03-05,2026-04-29,,0.0,0.7094357618890836
1,2026-04-30,2026-06-26,,0.0,0.7006789864235943
2,2026-06-29,2026-08-24,,0.0,0.28158175149394665
