window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2025-06-30,2025-10-20,2.7923302821914566,0.06318170378199689,0.9999999999999983
1,2025-10-21,2026-01-26,-0.646709709346364,0.10293944147804682,0.9585126764517573
2,2026-01-27,2026-05-11,0.6168639145456821,0.08928103739337029,0.953465731062699
3,2026-05-12,2026-09-02,-0.7343618133058819,0.11751638021425197,0.863934632718954
