year,n_days,bh_sharpe,hmm_sharpe,hmm_max_dd
2024,246,1.4003309391756373,1.7833441618436277,0.08771323725973429
2025,253,-0.34564687370165376,-0.05420548494929158,0.17680428050429636
2026,125,0.37270764381158616,1.0292118730916056,0.3106129658963964
