window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2021-01-07,2021-06-23,0.0714597548389433,0.12912271789607613,0.790868911525635
1,2021-06-24,2021-12-14,0.6930132917233595,0.12816741797734757,0.8823969659692243
2,2021-12-15,2022-05-26,2.380939192163669,0.110194997038816,0.8350848787833258
3,2022-05-27,2022-11-22,-1.6698653198707278,0.3403144882767774,0.8669032468881313
4,2022-11-23,2023-04-25,-0.9076543392571327,0.14562971791980434,0.8941493130027626
