year,n_days,bh_sharpe,hmm_sharpe,hmm_max_dd
2024,75,-1.8471430523205408,-1.5361748696545494,0.10594667250997492
2025,270,-0.025165709141840163,0.14390160615874031,0.19463418163650156
2026,159,1.2545458167495005,1.2225365972060531,0.09490351348349252
