year,n_hours,bh_sharpe,hmm_sharpe,bh_ret,hmm_ret,hmm_max_dd,hmm_pct_inv
2025,2205,-3.116093182521255,-2.582756769122131,-2.717033460489614,-1.0259568271402488,0.3049164343104857,0.4509923036319937
2026,5845,-0.8204203503504595,1.4493438503204963,-0.5359953059380672,0.5202530755263852,0.3181363270954607,0.644754126223892
