window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2025-12-16,2026-02-11,,0.0,0.8689838658519186
1,2026-02-12,2026-04-16,,0.0,0.7268540153834643
2,2026-04-17,2026-06-25,,0.0,0.787347378433546
3,2026-06-26,2026-09-02,,0.0,0.8398246340504164
