config,hmm_sharpe,hmm_max_dd,hmm_ann_vol,hmm_pct_inv
baseline_K3_eta1,-0.8515085705623963,0.882350229915273,0.4185915837296036,0.6803933989910306
plus_xrp_eth_corr24,-0.5648120701446899,0.7503712272018831,0.3754977426893115,0.6604391529112196
