K,bh_sharpe,hmm_sharpe,sharpe_delta,bh_max_dd,hmm_max_dd,hmm_ann_vol,hmm_pct_inv,pct_within_target
2,-0.6678199652924585,-1.403163854136506,-0.7353438888440474,1.3050291272522876,1.1673046786810815,0.4438248403077127,0.6935545788703662,0.8232197834938921
3,-0.6678199652924585,-0.8515085705603678,-0.1836886052679093,1.3050291272522876,0.8823502299151551,0.41859158372969413,0.6803933989910209,0.8639388221273214
4,-0.6678199652924585,-0.556046797913473,0.11177316737898546,1.3050291272522876,0.5396627697077487,0.34404918371342535,0.5719530432513097,0.9227331413248585
5,-0.6678199652924585,-0.8363972944326595,-0.16857732914020107,1.3050291272522876,0.7560795267346712,0.38457442414461,0.647389822999204,0.8985003476015493
