eta,bh_sharpe,hmm_sharpe,sharpe_delta,bh_max_dd,hmm_max_dd,hmm_ann_vol,hmm_pct_inv,pct_within_target
0.25,-0.6678199652924585,-1.105982580859904,-0.4381626155674455,1.3050291272522876,1.0436954058610124,0.44812281778225,0.6844195375603199,0.8186513059886781
0.5,-0.6678199652924585,-0.42138651875587635,0.2464334465365821,1.3050291272522876,0.6863618599606888,0.4308880990345224,0.6976406997670339,0.8502333896116794
1.0,-0.6678199652924585,-0.851508570561658,-0.1836886052691995,1.3050291272522876,0.8823502299158019,0.41859158372967553,0.680393398991018,0.8639388221273214
2.0,-0.6678199652924585,-0.48639231509866865,0.1814276501937898,1.3050291272522876,0.7067823276271443,0.4204535724041352,0.6698710757206352,0.8643360810408184
4.0,-0.6678199652924585,-0.014343500601927928,0.6534764646905306,1.3050291272522876,0.5194040681197313,0.3933439235748065,0.6016600496066234,0.8740689244214918
8.0,-0.6678199652924585,-0.9059435703116211,-0.23812360501916263,1.3050291272522876,0.7179697864584433,0.3989067525913584,0.6356567666061818,0.870096335286523
