year,n_hours,bh_sharpe,hmm_sharpe,sharpe_delta,bh_ann_ret,hmm_ann_ret,hmm_max_dd,hmm_pct_inv,hmm_ann_vol
2025,4247,-0.6124470287605871,-0.2700091957160499,0.3424378330445372,-0.42614835539281093,-0.13645815011687187,0.5134098976217661,0.6515195923387321,0.5053833435375864
2026,5845,-0.7138039459462932,-1.5094779874969122,-0.795674041550619,-0.4488568983448738,-0.5162698725616447,0.6328207193188832,0.7013732205232271,0.3420188150062048
