window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2026-01-27,2026-03-16,,0.0,0.2961259223696591
1,2026-03-17,2026-05-12,,0.0,0.484254910326478
2,2026-05-13,2026-07-10,,0.0,0.5324981674614805
3,2026-07-13,2026-09-04,,0.0,0.6875907058272912
