year,n_days,bh_sharpe,hmm_sharpe,hmm_max_dd
2023,87,-0.1569884264900713,-0.10717633105215782,0.13329397523536432
2024,252,0.03949361905899262,0.10469603388925952,0.12063843225278671
2025,250,0.47801364250700007,0.5422099641944292,0.11807571472481487
2026,35,,,0.0
