year,n_days,bh_sharpe,hmm_sharpe,hmm_max_dd
2021,267,0.20661376076027885,0.4058639373487617,0.2232776794750449
2022,270,0.3800349749110062,0.3376827360288465,0.35432457957848557
2023,87,1.914749602074524,2.840279086138403,0.07225058737511977
