year,n_days,bh_sharpe,hmm_sharpe,hmm_max_dd
2021,236,0.26850065776447624,0.21200557060983488,0.2008018142345717
2022,251,0.41969204362738916,0.36013672086228127,0.1403926221977948
2023,137,-1.170695672965841,-0.9285488763710815,0.2898475030702691
