window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2020-12-30,2021-06-21,1.4792025359331953,0.22487560814690516,0.9999089996470932
1,2021-06-22,2021-12-16,-0.8208231342173804,0.18232901394625325,0.7619938904945652
2,2021-12-17,2022-06-10,-0.722570975424338,0.15630289825103705,0.42863642145297637
3,2022-06-13,2022-12-08,0.7364495691668,0.075240096009801,0.422747028526434
4,2022-12-09,2023-05-30,-0.5050512940219961,0.202364807853275,0.7252613553983706
