window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2026-02-21,2026-04-15,,0.0,0.6504197299927652
1,2026-04-16,2026-06-11,,0.0,0.6562204365606494
2,2026-06-12,2026-08-10,,0.0,0.624493797768066
