window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2025-10-29,2026-01-07,1.6978774401499699,0.05980777636622055,0.8806199122612725
1,2026-01-08,2026-03-19,0.1456550176694298,0.1643274138369697,0.8908033639577316
2,2026-03-20,2026-06-11,2.440191029098825,0.04117811307238001,0.5187020610212014
3,2026-06-12,2026-09-03,3.25715567355777,0.010032379891189408,0.8607046539513159
