window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2026-02-28,2026-04-23,,0.0,0.20849550769154296
1,2026-04-24,2026-06-22,,0.0,0.2009833576899795
2,2026-06-23,2026-08-18,,0.0,0.3684428160280457
