year,n_days,bh_sharpe,hmm_sharpe,hmm_max_dd
2020,31,,,0.0
2021,252,0.14661240720975588,0.16011108517933087,0.19577254629795485
2022,251,-0.3539322138062126,-0.38741155385540565,0.2659676402045532
2023,90,2.804460894860903,2.7582801935929275,0.11829736754633066
