year,n_hours,bh_sharpe,hmm_sharpe,bh_ret,hmm_ret,hmm_max_dd,hmm_pct_inv
2025,4931,-0.34319649946489994,2.0711356443306013,-0.2679300179762119,0.7304943572037902,0.18567307735945865,0.526884117782311
2026,5834,-1.223877158732509,-0.36054164357854074,-0.6529383366281863,-0.09947151852219746,0.3175155358744474,0.608965352540863
