window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2021-01-08,2021-06-24,0.6327842264943467,0.1304288790675759,0.9596256733146219
1,2021-06-25,2021-12-15,-1.4125537905599244,0.3025239434145043,0.9980534825027304
2,2021-12-16,2022-05-27,-0.055035814947087605,0.26190174189045823,0.9377160770433141
3,2022-05-31,2022-11-23,-0.32903638092848636,0.226827482613855,0.9092174514149033
4,2022-11-24,2023-04-26,0.4720169181627306,0.1281552088395844,0.8953302746566525
