window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2026-03-05,2026-04-30,,0.0,0.9984519216290394
1,2026-05-01,2026-06-29,,0.0,0.8771175034350758
2,2026-06-30,2026-08-25,,0.0,0.9825425818108953
