year,n_hours,bh_sharpe,hmm_sharpe,bh_ret,hmm_ret,hmm_max_dd,hmm_pct_inv
2025,4247,-0.6124470287605871,-0.27000919570690507,-0.42614835539281093,-0.13645815011216103,0.5134098976194832,0.651519592338195
2026,5845,-0.7138039459462932,-1.5094779875000564,-0.4488568983448738,-0.5162698725624861,0.6328207193197344,0.701373220523038
