year,n_hours,bh_sharpe,hmm_sharpe,bh_ret,hmm_ret,hmm_max_dd,hmm_pct_inv
2025,4742,-0.9126182922449351,-0.8941145187230226,-0.35398632025983784,-0.3169211279579532,0.43386668573757625,0.9166134084690837
2026,5847,-0.38945581988679,0.09271967209440748,-0.17150104528643914,0.024447406246148665,0.2863778776070198,0.7254175933237537
