year,n_days,bh_sharpe,hmm_sharpe,hmm_max_dd
2021,246,0.6695417299613187,0.9636190349853553,0.168871136498723
2022,252,-0.49436923731001864,0.26856726371369943,0.27016653395751394
2023,126,-1.2819219623099203,-1.1432604000175464,0.26757390991962915
