asset,n_test_bars,n_windows,cal_eta,bh_sharpe,hmm_sharpe,sharpe_delta,bh_max_dd,hmm_max_dd,dd_improvement,bh_vol,hmm_vol,hmm_pct_invested,p_hmm_beats_bh
USDC,12705,4,16.0,0.11079577550605241,0.11079577527202461,-2.3402779714132294e-10,0.004209688486031143,0.0042096884862309085,-1.9976555132306117e-13,0.008564952795022993,0.008564952795029415,0.9999999999999827,0.503
