window,test_start,test_end,test_sharpe,test_max_dd,pct_invested
0,2025-03-28,2025-08-13,1.107777110848786,0.10383782843816466,0.7106152065769539
1,2025-08-14,2025-12-18,-1.5028171249598923,0.1899603171043282,0.6913295397791701
2,2025-12-19,2026-04-20,0.13964482034854006,0.18803014643941135,0.8050195335266428
3,2026-04-21,2026-09-03,0.902290062078486,0.09991091089026077,0.9999999908978605
